Sender;Receiver 1;Receiver 2;;Index 1;Index 2;Value 1;Value 2;Name
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1a;2;a3;EL_AUFNAHMELEISTUNG_WW_TAG_WH
500;e2;0;fa;9;1b;0;1;EL_AUFNAHMELEISTUNG_WW_TAG_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;90;0;fa;13;88;0;0;SOLAR_KOLLEKTOR_3_I_ANTEIL
500;90;0;fa;13;88;0;0;SOLAR_KOLLEKTOR_3_I_ANTEIL
500;90;0;fa;13;88;0;0;SOLAR_KOLLEKTOR_3_I_ANTEIL
500;90;0;0b;43;10;0;0;TBD
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;90;0;0b;43;10;0;0;TBD
500;90;0;0b;43;10;0;0;TBD
500;90;0;5a;81;0;0;0;TBD
500;90;0;5a;81;0;0;0;TBD
500;90;0;5a;81;0;0;0;TBD
480;a0;79;fa;5;dc;0;0;LUEFT_PASSIVKUEHLUNG_UEBER_FORTLUEFTER
480;a0;79;fa;5;dc;0;0;LUEFT_PASSIVKUEHLUNG_UEBER_FORTLUEFTER
180;e2;0;fa;0a;6;1;e0;EINSTELL_SPEICHERSOLLTEMP2
500;90;0;fa;4e;31;0;0;TBD
500;90;0;fa;4e;31;0;0;TBD
480;a0;79;fa;5;dc;0;0;LUEFT_PASSIVKUEHLUNG_UEBER_FORTLUEFTER
500;90;0;fa;4e;31;0;0;TBD
480;a0;0;0b;a5;1d;0;0;TBD
480;a0;0;0b;a5;1d;0;0;TBD
480;a0;79;fa;5;dc;0;0;LUEFT_PASSIVKUEHLUNG_UEBER_FORTLUEFTER
480;a0;79;16;0;f4;0;0;n/a
480;a0;0;0b;a5;1d;0;0;TBD
480;a0;0;fa;fd;ae;1;0;WP_STATUS
480;a0;0;fa;fd;ae;1;0;WP_STATUS
480;a0;79;16;0;f5;0;0;n/a
480;a0;79;16;0;f6;0;0;n/a
480;a0;0;fa;fd;ae;1;0;WP_STATUS